Invoice ID,Branch,City,Customer,Gender,Product lin,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment,cogs,gross marg,gross inco,Rating
725-32-97,B,Mandalay,Member,Female,Fashion ac,,4,13.742,288.582,########,19:01,Cash,274.84,4.761905,13.742,4.1
256-08-83,A,Yangon,Normal,Female,Home and,,4,11.306,237.426,########,19:48,Ewallet,226.12,4.761905,11.306,5.5
372-26-15,C,Naypyitaw,Normal,Female,Fashion ac,,5,5.955,125.055,1/28/2019,19:24,Ewallet,119.1,4.761905,5.955,5.4
244-08-01,B,Mandalay,Normal,Female,Health and,,10,17.105,359.205,########,13:00,Cash,342.1,4.761905,17.105,5.1
569-71-43,B,Mandalay,Normal,Male,Sports and,,2,2.187,45.927,1/25/2019,14:29,Ewallet,43.74,4.761905,2.187,6.9
132-23-64,A,Yangon,Member,Male,Health and,,5,5.2425,110.0925,########,13:21,Cash,104.85,4.761905,5.2425,7.8
696-90-25,A,Yangon,Normal,Male,Sports and,,3,3.876,81.396,########,18:55,Ewallet,77.52,4.761905,3.876,6.6
472-15-96,A,Yangon,Normal,Male,Home and,,8,20.372,427.812,3/22/2019,19:36,Ewallet,407.44,4.761905,20.372,9.2
268-03-61,B,Mandalay,Normal,Male,Health and,,1,4.8055,100.9155,1/25/2019,16:28,Ewallet,96.11,4.761905,4.8055,7.8
750-57-96,C,Naypyitaw,Normal,Female,Home and,,4,9.076,190.596,########,13:48,Credit card,181.52,4.761905,9.076,8.7
186-09-36,C,Naypyitaw,Member,Female,Health and,,1,4.0755,85.5855,1/22/2019,10:57,Ewallet,81.51,4.761905,4.0755,9.2
848-07-16,B,Mandalay,Normal,Female,Health and,,2,5.722,120.162,########,17:13,Ewallet,114.44,4.761905,5.722,8.3
745-71-35,A,Yangon,Member,Female,Electronic,,7,8.827,185.367,########,10:23,Cash,176.54,4.761905,8.827,8.2
266-76-64,C,Naypyitaw,Member,Female,Food and b,,3,5.79,121.59,3/28/2019,13:57,Ewallet,115.8,4.761905,5.79,7.5
740-22-25,C,Naypyitaw,Normal,Female,Electronic,,3,12.6075,264.7575,1/23/2019,13:29,Cash,252.15,4.761905,12.6075,9.8
271-88-87,C,Naypyitaw,Member,Female,Fashion ac,,10,48.605,1020.705,########,13:00,Credit card,972.1,4.761905,48.605,8.7
301-81-86,B,Mandalay,Member,Male,Fashion ac,,8,10.168,213.528,3/19/2019,19:42,Credit card,203.36,4.761905,10.168,6.7
489-64-43,C,Naypyitaw,Normal,Male,Fashion ac,,1,0.814,17.094,########,15:36,Cash,16.28,4.761905,0.814,5
198-84-71,B,Mandalay,Member,Male,Fashion ac,,9,18.2745,383.7645,########,13:40,Cash,365.49,4.761905,18.2745,7
269-10-84,A,Yangon,Member,Male,Health and,,7,18.6095,390.7995,1/21/2019,18:01,Cash,372.19,4.761905,18.6095,8.9
650-98-62,B,Mandalay,Member,Female,Food and b,,3,3.1305,65.7405,3/20/2019,13:53,Credit card,62.61,4.761905,3.1305,8
741-73-35,B,Mandalay,Normal,Male,Sports and,,5,16.8175,353.1675,2/27/2019,17:27,Cash,336.35,4.761905,16.8175,6.9
325-77-61,A,Yangon,Member,Female,Home and,,10,45.325,951.825,########,10:53,Ewallet,906.5,4.761905,45.325,7.3
286-75-78,B,Mandalay,Normal,Male,Fashion ac,,2,6.908,145.068,1/31/2019,19:48,Credit card,138.16,4.761905,6.908,6.9
574-57-97,C,Naypyitaw,Normal,Male,Food and b,,2,4.327,90.867,########,16:53,Ewallet,86.54,4.761905,4.327,5.7
459-50-76,A,Yangon,Normal,Female,Electronic,,6,7.038,147.798,1/13/2019,19:14,Ewallet,140.76,4.761905,7.038,6.4
616-87-00,B,Mandalay,Normal,Male,Fashion ac,,7,33.439,702.219,########,14:36,Credit card,668.78,4.761905,33.439,9.6
837-55-72,B,Mandalay,Normal,Female,Fashion ac,,1,2.372,49.812,2/22/2019,18:19,Credit card,47.44,4.761905,2.372,6.8
751-69-00,C,Naypyitaw,Normal,Male,Sports and,,9,44.658,937.818,3/19/2019,19:09,Ewallet,893.16,4.761905,44.658,9
257-73-13,C,Naypyitaw,Member,Male,Sports and,,4,16.586,348.306,1/20/2019,16:51,Ewallet,331.72,4.761905,16.586,9.6
345-08-49,A,Yangon,Normal,Male,Home and,,6,10.197,214.137,########,15:37,Credit card,203.94,4.761905,10.197,7.7
549-96-42,C,Naypyitaw,Member,Male,Food and b,,4,3.408,71.568,########,20:15,Ewallet,68.16,4.761905,3.408,7
810-60-63,C,Naypyitaw,Normal,Female,Electronic,,8,16.344,343.224,########,14:38,Credit card,326.88,4.761905,16.344,6.5
450-28-28,C,Naypyitaw,Member,Male,Food and b,,5,4.36,91.56,1/15/2019,19:25,Cash,87.2,4.761905,4.36,8.1
394-30-31,B,Mandalay,Member,Female,Sports and,,8,35.372,742.812,3/22/2019,19:35,Credit card,707.44,4.761905,35.372,4.3
138-17-51,A,Yangon,Member,Female,Home and,,9,40.1445,843.0345,1/15/2019,15:42,Credit card,802.89,4.761905,40.1445,6.5
192-98-73,C,Naypyitaw,Normal,Male,Fashion ac,,1,0.639,13.419,########,14:11,Ewallet,12.78,4.761905,0.639,9.5
301-11-96,A,Yangon,Normal,Female,Sports and,,7,6.685,140.385,1/15/2019,10:43,Cash,133.7,4.761905,6.685,9.7
390-80-51,B,Mandalay,Member,Female,Health and,,1,0.9575,20.1075,1/28/2019,17:58,Credit card,19.15,4.761905,0.9575,9.5
235-46-83,C,Naypyitaw,Member,Male,Food and b,,10,13.83,290.43,2/14/2019,11:26,Credit card,276.6,4.761905,13.83,8.9
453-12-70,C,Naypyitaw,Normal,Male,Fashion ac,,3,6.861,144.081,########,17:38,Credit card,137.22,4.761905,6.861,6.5
296-11-70,B,Mandalay,Member,Female,Health and,,1,1.3535,28.4235,########,20:07,Credit card,27.07,4.761905,1.3535,5.3
449-27-29,B,Mandalay,Member,Female,Sports and,,1,1.956,41.076,3/26/2019,11:02,Credit card,39.12,4.761905,1.956,9.6
891-01-70,B,Mandalay,Normal,Female,Electronic,,6,22.413,470.673,########,19:07,Cash,448.26,4.761905,22.413,6.7
744-09-57,B,Mandalay,Normal,Male,Electronic,,6,6.603,138.663,########,18:50,Cash,132.06,4.761905,6.603,7.6
727-17-03,A,Yangon,Normal,Female,Food and b,,5,15.9025,333.9525,3/16/2019,12:43,Ewallet,318.05,4.761905,15.9025,4.8
568-88-34,A,Yangon,Normal,Male,Health and,,1,1.25,26.25,########,15:09,Ewallet,25,4.761905,1.25,5.5
187-83-54,A,Yangon,Member,Male,Electronic,,4,4.154,87.234,1/31/2019,13:47,Cash,83.08,4.761905,4.154,4.7
767-54-19,B,Mandalay,Member,Female,Fashion ac,,5,7.39,155.19,2/13/2019,16:59,Cash,147.8,4.761905,7.39,6.9
710-46-44,B,Mandalay,Member,Female,Food and b,,9,34.83,731.43,2/15/2019,14:15,Credit card,696.6,4.761905,34.83,4.5
533-33-53,B,Mandalay,Normal,Male,Electronic,,10,39.695,833.595,########,20:24,Cash,793.9,4.761905,39.695,6.2
325-90-87,C,Naypyitaw,Member,Female,Electronic,,10,23.285,488.985,1/27/2019,13:58,Cash,465.7,4.761905,23.285,7.6
729-46-74,C,Naypyitaw,Normal,Male,Food and b,,1,1.7945,37.6845,2/23/2019,16:52,Credit card,35.89,4.761905,1.7945,7.9
639-76-12,C,Naypyitaw,Normal,Male,Food and b,,5,10.13,212.73,########,15:19,Cash,202.6,4.761905,10.13,4.5
234-03-40,B,Mandalay,Member,Female,Food and b,,10,36.525,767.025,########,12:25,Credit card,730.5,4.761905,36.525,8.7
326-71-21,C,Naypyitaw,Normal,Female,Sports and,,4,14.79,310.59,########,10:02,Cash,295.8,4.761905,14.79,6.1
320-32-88,C,Naypyitaw,Member,Female,Food and b,,1,1.131,23.751,3/17/2019,18:58,Cash,22.62,4.761905,1.131,6.4
470-32-90,A,Yangon,Member,Male,Food and b,,5,12.835,269.535,3/28/2019,15:31,Credit card,256.7,4.761905,12.835,9.1
878-30-23,C,Naypyitaw,Member,Female,Sports and,,10,27.275,572.775,########,11:22,Credit card,545.5,4.761905,27.275,7.1
440-59-56,C,Naypyitaw,Member,Female,Health and,,7,13.0025,273.0525,########,13:12,Credit card,260.05,4.761905,13.0025,7.7
554-53-37,B,Mandalay,Normal,Male,Sports and,,6,11.106,233.226,3/22/2019,18:33,Cash,222.12,4.761905,11.106,4.5
746-19-09,C,Naypyitaw,Normal,Male,Food and b,,1,1.079,22.659,########,10:02,Ewallet,21.58,4.761905,1.079,7.2
233-34-08,C,Naypyitaw,Member,Female,Electronic,,1,4.942,103.782,2/15/2019,11:21,Cash,98.84,4.761905,4.942,8.4
767-05-12,C,Naypyitaw,Member,Female,Home and,,6,25.131,527.751,1/23/2019,12:10,Ewallet,502.62,4.761905,25.131,5.4
340-21-91,A,Yangon,Member,Female,Sports and,,4,8.01,168.21,1/25/2019,11:40,Cash,160.2,4.761905,8.01,9.7
405-31-33,A,Yangon,Member,Male,Fashion ac,,10,21.565,452.865,########,18:31,Credit card,431.3,4.761905,21.565,5.5
731-59-75,B,Mandalay,Member,Male,Health and,,8,29.028,609.588,3/30/2019,17:58,Cash,580.56,4.761905,29.028,4.6
676-39-6028,,Yangon,Member,Female,Electronic,,5,16.11,338.31,3/30/2019,17:04,Cash,322.2,4.761905,16.11,6.6
502-05-19,A,Yangon,Normal,Male,Health and,,3,9.777,205.317,2/25/2019,20:35,Credit card,195.54,4.761905,9.777,6.3
485-30-87,A,Yangon,Normal,Female,Sports and,,5,8.315,174.615,3/18/2019,16:10,Credit card,166.3,4.761905,8.315,4.2
598-47-97,C,Naypyitaw,Normal,Male,Electronic,,4,16.814,353.094,########,16:54,Ewallet,336.28,4.761905,16.814,4.4
701-69-87,B,Mandalay,Normal,Male,Sports and,,10,17.185,360.885,3/16/2019,10:11,Ewallet,343.7,4.761905,17.185,6.7
575-67-15,A,Yangon,Normal,Male,Electronic,,1,1.93,40.53,1/29/2019,11:26,Ewallet,38.6,4.761905,1.93,6.7
541-08-31,C,Naypyitaw,Normal,Male,Food and b,,8,26.388,554.148,########,20:29,Cash,527.76,4.761905,26.388,8.4
246-11-39,C,Naypyitaw,Normal,Female,Electronic,,10,16.4,344.4,2/15/2019,12:12,Cash,328,4.761905,16.4,6.2
674-15-92,A,Yangon,Normal,Male,Sports and,,5,9.285,194.985,########,13:05,Ewallet,185.7,4.761905,9.285,5
305-18-35,B,Mandalay,Member,Male,Home and,,10,30.19,633.99,########,16:19,Cash,603.8,4.761905,30.19,6
493-65-62,C,Naypyitaw,Member,Female,Sports and,,10,18.49,388.29,########,19:48,Credit card,369.8,4.761905,18.49,7
438-01-40,B,Mandalay,Member,Female,Sports and,,4,9.898,207.858,3/21/2019,15:25,Ewallet,197.96,4.761905,9.898,6.6
709-58-40,B,Mandalay,Normal,Female,Fashion ac,,10,20.545,431.445,2/28/2019,14:42,Cash,410.9,4.761905,20.545,7.3
795-49-72,A,Yangon,Normal,Male,Fashion ac,,4,7.43,156.03,3/23/2019,18:59,Ewallet,148.6,4.761905,7.43,8.3
556-72-85,C,Naypyitaw,Normal,Male,Home and,,1,1.148,24.108,1/30/2019,20:47,Cash,22.96,4.761905,1.148,4.3
627-95-32,B,Mandalay,Member,Female,Home and,,9,34.956,734.076,########,13:21,Ewallet,699.12,4.761905,34.956,9.8
686-41-09,B,Mandalay,Normal,Female,Fashion ac,,2,3.47,72.87,3/13/2019,19:48,Ewallet,69.4,4.761905,3.47,8.2
510-09-56,A,Yangon,Member,Female,Fashion ac,,10,9.83,206.43,3/15/2019,18:20,Credit card,196.6,4.761905,9.83,7.2
608-04-37,B,Mandalay,Member,Female,Health and,,8,10.128,212.688,########,20:24,Ewallet,202.56,4.761905,10.128,8.7
148-82-25,C,Naypyitaw,Member,Female,Home and,,10,6.06,127.26,########,13:44,Credit card,121.2,4.761905,6.06,8.4
437-53-30,B,Mandalay,Normal,Male,Fashion ac,,2,9.989,209.769,2/26/2019,11:48,Ewallet,199.78,4.761905,9.989,7.1
632-32-45,B,Mandalay,Normal,Male,Sports and,,8,30.368,637.728,3/20/2019,14:14,Cash,607.36,4.761905,30.368,5.5
556-97-71,C,Naypyitaw,Normal,Female,Electronic,,2,6.322,132.762,########,15:51,Cash,126.44,4.761905,6.322,8.5
862-59-85,C,Naypyitaw,Normal,Female,Food and b,,6,27.072,568.512,1/27/2019,11:17,Cash,541.44,4.761905,27.072,6.2
401-18-80,B,Mandalay,Member,Female,Sports and,,1,4.9065,103.0365,1/21/2019,17:36,Cash,98.13,4.761905,4.9065,8.9
420-18-89,A,Yangon,Member,Female,Sports and,,8,20.608,432.768,########,15:47,Cash,412.16,4.761905,20.608,9.6
277-63-29,B,Mandalay,Member,Male,Sports and,,1,3.6985,77.6685,########,15:53,Credit card,73.97,4.761905,3.6985,5.4
573-98-85,C,Naypyitaw,Member,Female,Fashion ac,,1,1.595,33.495,########,12:40,Ewallet,31.9,4.761905,1.595,9.1
620-02-20,C,Naypyitaw,Normal,Male,Home and,,2,6.94,145.74,1/27/2019,19:48,Ewallet,138.8,4.761905,6.94,9
282-35-24,B,Mandalay,Normal,Female,Sports and,,2,9.331,195.951,3/25/2019,17:53,Cash,186.62,4.761905,9.331,6.3
511-54-30,B,Mandalay,Normal,Male,Sports and,,1,4.4225,92.8725,2/25/2019,16:36,Credit card,88.45,4.761905,4.4225,9.5
726-29-67,A,Yangon,Member,Male,Electronic,,8,9.672,203.112,1/28/2019,20:54,Ewallet,193.44,4.761905,9.672,9.8
387-49-42,B,Mandalay,Member,Female,Sports and,,3,7.275,152.775,########,12:50,Cash,145.5,4.761905,7.275,6.7
862-17-92,B,Mandalay,Normal,Female,Food and b,,6,25.215,529.515,1/29/2019,10:48,Credit card,504.3,4.761905,25.215,7.7
291-21-59,B,Mandalay,Member,Male,Health and,,5,15.3225,321.7725,3/29/2019,14:28,Cash,306.45,4.761905,15.3225,
602-80-96,C,Naypyitaw,Member,Female,Home and,,6,4.785,100.485,########,17:15,Credit card,95.7,4.761905,4.785,5.1
347-72-61,B,Mandalay,Member,Female,Sports and,,7,31.759,666.939,1/16/2019,18:03,Credit card,635.18,4.761905,31.759,6.2
209-61-02,A,Yangon,Normal,Female,Home and,,5,10.7275,225.2775,########,17:29,Ewallet,214.55,4.761905,10.7275,6.1
595-27-48,A,Yangon,Normal,Female,Fashion ac,,7,18.998,398.958,1/27/2019,18:05,Ewallet,379.96,4.761905,18.998,9.3
189-52-02,A,Yangon,Normal,Male,Electronic,,7,34.8425,731.6925,3/14/2019,12:07,Cash,696.85,4.761905,34.8425,7.6
503-07-09,C,Naypyitaw,Member,Male,Sports and,,7,20.4365,429.1665,2/23/2019,19:49,Credit card,408.73,4.761905,20.4365,8.2
413-20-67,C,Naypyitaw,Member,Female,Fashion ac,,1,2.5735,54.0435,3/18/2019,15:52,Ewallet,51.47,4.761905,2.5735,8.5
425-85-20,B,Mandalay,Member,Male,Health and,,5,13.715,288.015,3/29/2019,16:48,Ewallet,274.3,4.761905,13.715,9.8
521-18-78,C,Naypyitaw,Member,Male,Home and,,5,9.8475,206.7975,1/22/2019,20:46,Credit card,196.95,4.761905,9.8475,8.7
220-28-18,A,Yangon,Normal,Male,Home and,,2,3.473,72.933,########,18:14,Ewallet,69.46,4.761905,3.473,9.7
600-38-97,C,Naypyitaw,Member,Male,Sports and,,5,17.98,377.58,1/17/2019,15:05,Credit card,359.6,4.761905,17.98,4.3
734-91-11,B,Mandalay,Normal,Female,Electronic,,3,6.8565,143.9865,3/26/2019,10:34,Credit card,137.13,4.761905,6.8565,7.7
451-28-57,C,Naypyitaw,Member,Female,Home and,,6,24.951,523.971,3/20/2019,11:23,Cash,499.02,4.761905,24.951,7.3
609-81-85,A,Yangon,Member,Female,Home and,,6,11.232,235.872,########,13:55,Credit card,224.64,4.761905,11.232,5.9
133-14-72,C,Naypyitaw,Normal,Male,Health and,,2,6.287,132.027,########,11:43,Cash,125.74,4.761905,6.287,5
534-01-44,A,Yangon,Normal,Male,Food and b,,6,24.513,514.773,1/27/2019,14:36,Credit card,490.26,4.761905,24.513,8
719-89-89,A,Yangon,Member,Female,Sports and,,5,22.8525,479.9025,2/25/2019,16:03,Ewallet,457.05,4.761905,22.8525,7.1
286-62-62,B,Mandalay,Normal,Male,Fashion ac,,4,7.842,164.682,1/16/2019,20:03,Credit card,156.84,4.761905,7.842,9
339-38-99,B,Mandalay,Member,Male,Fashion ac,,2,5.986,125.706,1/13/2019,14:55,Ewallet,119.72,4.761905,5.986,6.7
827-44-58,B,Mandalay,Member,Female,Food and b,,10,27.18,570.78,########,11:28,Credit card,543.6,4.761905,27.18,6.1
827-77-76,A,Yangon,Normal,Male,Sports and,,9,44.1405,926.9505,2/17/2019,19:41,Cash,882.81,4.761905,44.1405,9.3
287-83-14,A,Yangon,Normal,Male,Health and,,6,7.629,160.209,########,19:01,Ewallet,152.58,4.761905,7.629,7
435-13-49,A,Yangon,Member,Male,Fashion ac,,8,34.672,728.112,1/24/2019,18:04,Credit card,693.44,4.761905,34.672,7.2
857-67-90,B,Mandalay,Normal,Male,Electronic,,10,11.475,240.975,########,19:20,Ewallet,229.5,4.761905,11.475,8.2
236-27-11,C,Naypyitaw,Normal,Female,Food and b,,9,7.3395,154.1295,3/26/2019,10:31,Ewallet,146.79,4.761905,7.3395,8.4
892-05-66,A,Yangon,Normal,Female,Home and,,5,7.08,148.68,########,13:28,Ewallet,141.6,4.761905,7.08,6.2
583-41-45,C,Naypyitaw,Normal,Male,Home and,,7,5.8345,122.5245,########,11:36,Ewallet,116.69,4.761905,5.8345,7.4
339-12-48,B,Mandalay,Member,Female,Fashion ac,,1,3.698,77.658,########,11:32,Credit card,73.96,4.761905,3.698,5
643-38-78,A,Yangon,Normal,Male,Home and,,1,4.897,102.837,########,11:44,Ewallet,97.94,4.761905,4.897,6.9
308-81-05,A,Yangon,Normal,Female,Fashion ac,,4,14.61,306.81,2/25/2019,17:16,Credit card,292.2,4.761905,14.61,4.9
358-88-92,C,Naypyitaw,Member,Female,Food and b,,6,26.244,551.124,########,18:43,Ewallet,524.88,4.761905,26.244,5.1
460-35-43,A,Yangon,Normal,Male,Home and lifestyle,,3,4.602,96.642,1/22/2019,11:00,Ewallet,92.04,4.761905,4.602,9.1
343-87-08,C,Naypyitaw,Member,Male,Health and,,1,3.794,79.674,########,10:30,Credit card,75.88,4.761905,3.794,7.1
173-50-11,B,Mandalay,Member,Female,Sports and,,4,4.036,84.756,2/13/2019,12:14,Credit card,80.72,4.761905,4.036,5
243-47-26,C,Naypyitaw,Member,Male,Electronic,,6,5.631,118.251,1/28/2019,16:43,Credit card,112.62,4.761905,5.631,5.5
841-18-82,B,Mandalay,Normal,Female,Food and b,,1,3.56,74.76,########,20:40,Credit card,71.2,4.761905,3.56,9.2
701-23-55,B,Mandalay,Member,Male,Home and,,4,7.762,163.002,3/19/2019,13:40,Ewallet,155.24,4.761905,7.762,4.9
647-50-12,A,Yangon,Normal,Female,Fashion ac,,10,14.71,308.91,########,16:23,Ewallet,294.2,4.761905,14.71,8.9
541-48-85,A,Yangon,Normal,Male,Sports and,,9,27.4275,575.9775,########,12:08,Credit card,548.55,4.761905,27.4275,6
539-21-72,B,Mandalay,Normal,Female,Sports and,,5,12.885,270.585,1/26/2019,17:45,Cash,257.7,4.761905,12.885,4.2
213-32-12,A,Yangon,Normal,Female,Electronic,,6,19.818,416.178,1/23/2019,10:28,Cash,396.36,4.761905,19.818,7.3
747-58-71,B,Mandalay,Normal,Male,Fashion ac,,3,8.5905,180.4005,########,20:31,Ewallet,171.81,4.761905,8.5905,6.5
582-52-80,B,Mandalay,Normal,Female,Fashion ac,,9,24.4395,513.2295,2/22/2019,10:49,Cash,488.79,4.761905,24.4395,8.9
210-57-17,B,Mandalay,Normal,Female,Health and,,9,26.208,550.368,########,12:34,Cash,524.16,4.761905,26.208,9.7
399-69-46,C,Naypyitaw,Normal,Male,Electronic,,6,6.663,139.923,########,10:23,,133.26,4.761905,6.663,8.6
134-75-26,A,Yangon,Member,Male,Electronic,,7,6.762,142.002,3/25/2019,18:51,Cash,135.24,4.761905,6.762,6.9
356-44-88,B,Mandalay,Normal,Male,Home and,,3,5.622,118.062,1/20/2019,13:45,Credit card,112.44,4.761905,5.622,7.7
198-66-98,B,Mandalay,Member,Female,Fashion ac,,2,7.204,151.284,########,19:38,Cash,144.08,4.761905,7.204,9.5
283-26-52,C,Naypyitaw,Member,Female,Food and b,,10,49.26,1034.46,1/30/2019,20:23,Ewallet,985.2,4.761905,49.26,4.5
712-39-03,A,Yangon,Member,Male,Food and b,,6,12.498,262.458,########,15:24,Ewallet,249.96,4.761905,12.498,5.6
218-59-94,A,Yangon,Member,Female,Home and,,3,10.863,228.123,3/29/2019,16:54,Ewallet,217.26,4.761905,10.863,8.2
174-75-08,B,Mandalay,Normal,Male,Electronic,,9,9.711,203.931,3/14/2019,12:32,Cash,194.22,4.761905,9.711,7.3
866-99-76,C,Naypyitaw,Normal,Male,Food and b,,10,44.6,936.6,########,15:42,Credit card,892,4.761905,44.6,4.4
134-54-47,B,Mandalay,Normal,Female,Electronic,,8,16.968,356.328,1/30/2019,13:58,Ewallet,339.36,,16.968,5.7
760-90-23,A,Yangon,Member,Male,Electronic,,6,22.353,469.413,3/20/2019,15:08,Ewallet,447.06,4.761905,22.353,5
514-37-28,B,Mandalay,Normal,Male,Fashion ac,,2,9.925,208.425,3/20/2019,13:02,Cash,198.5,4.761905,9.925,9
698-98-59,A,Yangon,Normal,Female,Food and b,,10,40.605,852.705,1/17/2019,13:01,Credit card,812.1,4.761905,40.605,6.3
718-57-97,C,Naypyitaw,Normal,Female,Sports and,,10,24.665,517.965,########,16:40,Credit card,493.3,4.761905,24.665,9.4
651-88-73,A,Yangon,Normal,Female,Fashion ac,,9,29.583,621.243,########,13:55,Cash,591.66,4.761905,29.583,7.7
241-11-22,B,Mandalay,Normal,Female,Fashion ac,,7,27.951,586.971,########,10:33,Credit card,559.02,4.761905,27.951,5.5
408-26-98,C,Naypyitaw,Normal,Female,Sports and,,7,25.893,543.753,########,16:42,Ewallet,517.86,4.761905,25.893,4.1
834-83-18,B,Mandalay,Member,Female,Home and,,5,20.51,430.71,2/25/2019,17:16,Credit card,410.2,4.761905,20.51,7.6
343-61-35,B,Mandalay,Member,Male,Sports and,,10,13.335,280.035,1/29/2019,11:48,Cash,266.7,4.761905,13.335,8.6
239-48-42,A,Yangon,Member,Male,Food and b,,7,3.5455,74.4555,########,19:35,Ewallet,70.91,4.761905,3.5455,8.3
355-34-62,B,Mandalay,Normal,Male,Food and b,,2,7.239,152.019,1/13/2019,19:55,Credit card,144.78,4.761905,7.239,8.1
550-84-86,A,Yangon,Normal,Male,Sports and,,5,21.4775,451.0275,3/22/2019,14:33,Credit card,429.55,4.761905,21.4775,8.6
339-96-83,B,Mandalay,Member,Male,Fashion ac,,7,28.4585,597.6285,########,19:49,Ewallet,569.17,4.761905,28.4585,6.3
458-61-00,B,Mandalay,Normal,Male,Food and b,,4,12.06,253.26,2/20/2019,18:43,Cash,241.2,4.761905,12.06,5.8
592-34-61,C,Naypyitaw,Normal,Male,Food and b,,4,6.354,133.434,1/14/2019,14:43,Ewallet,127.08,4.761905,6.354,6.2
797-88-04,A,Yangon,Normal,Female,Health and,,4,12.854,269.934,3/26/2019,13:54,Cash,257.08,4.761905,12.854,7.7
207-73-13,B,Mandalay,Normal,Male,Health and,,2,6.951,145.971,########,12:15,Ewallet,139.02,4.761905,6.951,8.1
390-31-63,C,Naypyitaw,Normal,Male,Food and b,,3,4.083,85.743,########,12:37,Cash,81.66,4.761905,4.083,7.3
443-82-05,A,Yangon,Member,Female,Health and,,4,15.536,326.256,########,19:54,Cash,310.72,4.761905,15.536,8.4
339-18-70,C,Naypyitaw,Member,Female,Fashion ac,,2,9.298,195.258,2/13/2019,15:06,Credit card,185.96,4.761905,9.298,8
359-90-36,B,Mandalay,Member,Female,Fashion ac,,4,3.616,75.936,1/14/2019,18:03,Credit card,72.32,4.761905,3.616,9.5
375-72-30,B,Mandalay,Normal,Male,Sports and,,3,9.459,198.639,1/19/2019,15:58,Ewallet,189.18,4.761905,9.459,7
127-47-69,A,Yangon,Normal,Male,Health and,,4,10.342,217.182,########,13:53,Credit card,206.84,4.761905,10.342,9.8
278-86-27,A,Yangon,Normal,Female,Food and b,,3,7.851,164.871,3/27/2019,14:03,Cash,157.02,4.761905,7.851,9.2
695-28-62,A,Yangon,Normal,Female,Sports and,,5,10.765,226.065,########,16:38,Ewallet,215.3,4.761905,10.765,7.7
379-17-65,C,Naypyitaw,Normal,Male,Fashion ac,,10,29.805,625.905,3/14/2019,11:07,Cash,596.1,4.761905,29.805,5.3
227-50-37,A,Yangon,Normal,Male,Health and,,5,3.655,76.755,########,12:23,Cash,73.1,4.761905,3.655,4.4
302-15-21,C,Naypyitaw,Member,Male,Health and,,6,13.959,293.139,########,10:54,Credit card,279.18,4.761905,13.959,4.3
788-07-84,C,Naypyitaw,Member,Female,Home and,,7,8.484,178.164,1/27/2019,17:38,Ewallet,169.68,4.761905,8.484,9.4
560-49-66,A,Yangon,Member,Female,Sports and,,1,2.279,47.859,########,14:13,Cash,45.58,4.761905,2.279,9.8
880-35-03,A,Yangon,Member,Female,Sports and,,3,11.28,236.88,########,11:51,Ewallet,225.6,4.761905,11.28,4.8
585-11-67,B,Mandalay,Member,Male,Sports and,,3,14.52,304.92,3/15/2019,13:05,Cash,290.4,4.761905,14.52,5.3
470-31-32,B,Mandalay,Normal,Male,Health and,,3,2.223,46.683,########,11:30,Credit card,44.46,4.761905,2.223,8.7
152-68-29,A,Yangon,Normal,Male,Food and b,,3,7.83,164.43,2/15/2019,13:30,Credit card,156.6,4.761905,7.83,9.5
123-35-48,C,Naypyitaw,Normal,Female,Sports and,,9,20.997,440.937,2/17/2019,19:11,Ewallet,419.94,4.761905,20.997,5.3
258-69-78,C,Naypyitaw,Normal,Female,Fashion ac,,5,9.2125,193.4625,1/26/2019,18:53,Cash,184.25,4.761905,9.2125,9.2
334-64-20,A,Yangon,Member,Female,Home and,,2,7.032,147.672,3/24/2019,14:22,Ewallet,140.64,4.761905,7.032,9.6
219-61-41,C,Naypyitaw,Normal,Male,Electronic,,1,4.154,87.234,1/23/2019,17:16,Ewallet,83.08,4.761905,4.154,6.4
881-41-73,C,Naypyitaw,Normal,Female,Fashion ac,,1,3.2495,68.2395,1/26/2019,10:06,Credit card,64.99,4.761905,3.2495,4.5
373-09-45,C,Naypyitaw,,Male,Food and b,,10,38.78,814.38,3/14/2019,20:35,Ewallet,775.6,4.761905,38.78,6.9
642-30-66,B,Mandalay,Normal,Female,Sports and,,6,16.353,343.413,3/17/2019,13:54,Ewallet,327.06,4.761905,16.353,7.8
484-22-82,C,Naypyitaw,Member,Female,Fashion ac,,7,18.1615,381.3915,########,20:08,Cash,363.23,4.761905,18.1615,4.5
830-58-23,B,Mandalay,Normal,Male,Home and,,4,6.35,133.35,########,15:26,Cash,127,4.761905,6.35,8.6
559-98-98,A,Yangon,Member,Female,Fashion ac,,7,18.7775,394.3275,########,12:56,Ewallet,375.55,4.761905,18.7775,5.2
544-32-50,C,Naypyitaw,Member,Female,Food and b,,4,9.958,209.118,3/28/2019,19:16,Credit card,199.16,4.761905,9.958,6.4
318-12-03,A,Yangon,Normal,Male,Fashion ac,,1,1.5305,32.1405,1/23/2019,12:20,Ewallet,30.61,4.761905,1.5305,5.2
349-97-89,B,Mandalay,Member,Male,Food and b,,2,5.789,121.569,1/17/2019,10:37,Ewallet,115.78,4.761905,5.789,8.9
421-95-98,A,Yangon,Normal,Female,Electronic,,1,1.448,30.408,########,10:18,Credit card,28.96,4.761905,1.448,6.2
